sex,diversity,legacy,SAT,GPA,extracurricular,TOEFL,AP,letterScore,subject,group,C_SAT,C_GPA,C_extracurricular,C_TOEFL,C_AP,C_letterScore,C_subject,admission
F,H,N,1492.293,2.129,8,110.214,9,0.581,0,FHN0011100,0,0,1,1,1,0,0,Y
F,A,N,1130.768,2.905,7,63.538,4,0.455,0,FAN0010000,0,0,1,0,0,0,0,Y
M,O,Y,992.069,2.807,0,49.773,5,0.851,0,MOY0000000,0,0,0,0,0,0,0,Y
F,O,N,1323.308,2.0,5,60.134,5,0.503,2,FON0010000,0,0,1,0,0,0,0,Y
M,W,N,909.864,2.49,1,108.855,1,0.839,1,MWN0001000,0,0,0,1,0,0,0,Y
M,A,Y,1084.545,2.882,4,73.069,5,0.476,1,MAY0000000,0,0,0,0,0,0,0,Y
M,A,N,828.688,1.57,4,78.728,0,0.776,2,MAN0000000,0,0,0,0,0,0,0,N
M,W,N,1300.85,1.968,5,88.62,32,0.599,2,MWN0010100,0,0,1,0,1,0,0,Y
M,W,Y,1150.747,2.118,9,85.714,1,0.028,2,MWY0010000,0,0,1,0,0,0,0,Y
F,W,N,1337.854,2.623,7,88.187,2,0.662,2,FWN0010000,0,0,1,0,0,0,0,N
F,O,N,1644.522,2.559,8,46.097,13,0.59,3,FON0010101,0,0,1,0,1,0,1,Y
F,W,N,1283.989,2.145,9,78.962,4,0.913,4,FWN0010011,0,0,1,0,0,1,1,N
F,W,Y,1369.121,2.681,5,95.241,2,0.022,3,FWY0010001,0,0,1,0,0,0,1,Y
F,W,N,1012.765,2.721,4,101.113,8,0.868,2,FWN0001100,0,0,0,1,1,0,0,N
M,O,N,1243.993,1.984,9,71.946,7,0.24,4,MON0010001,0,0,1,0,0,0,1,Y
F,H,N,1181.929,2.524,8,105.175,9,0.194,4,FHN0011101,0,0,1,1,1,0,1,N
M,W,N,1354.867,1.678,6,114.71,8,0.36,2,MWN0011100,0,0,1,1,1,0,0,Y
F,O,N,1161.821,2.387,3,46.282,1,0.995,0,FON0000010,0,0,0,0,0,1,0,N
F,W,N,946.182,2.667,8,55.25,2,0.069,1,FWN0010000,0,0,1,0,0,0,0,Y
F,W,N,1318.791,3.285,9,58.769,6,0.717,3,FWN0110001,0,1,1,0,0,0,1,N
F,W,N,1629.327,2.963,6,89.708,5,0.387,4,FWN0010001,0,0,1,0,0,0,1,Y
M,H,Y,671.326,2.202,4,93.496,2,0.242,2,MHY0000000,0,0,0,0,0,0,0,Y
M,B,N,921.585,2.51,4,86.599,2,0.029,2,MBN0000000,0,0,0,0,0,0,0,Y
F,B,N,1152.599,1.74,5,98.453,5,0.12,4,FBN0010001,0,0,1,0,0,0,1,N
M,A,N,1109.736,3.208,1,71.669,3,0.3,4,MAN0100001,0,1,0,0,0,0,1,N
M,W,N,1369.656,2.66,5,112.222,3,0.845,2,MWN0011000,0,0,1,1,0,0,0,Y
M,W,Y,804.899,2.784,1,61.817,5,0.777,2,MWY0000000,0,0,0,0,0,0,0,N
F,W,N,1212.618,1.206,0,68.864,9,0.249,1,FWN0000100,0,0,0,0,1,0,0,Y
M,B,N,757.183,2.818,1,93.28,9,0.394,0,MBN0000100,0,0,0,0,1,0,0,N
M,W,Y,1166.405,1.93,4,84.377,5,0.653,2,MWY0000000,0,0,0,0,0,0,0,N
M,A,N,1067.961,2.067,3,66.772,0,0.648,0,MAN0000000,0,0,0,0,0,0,0,Y
M,W,N,1106.691,1.466,6,55.054,1,0.356,1,MWN0010000,0,0,1,0,0,0,0,Y
F,W,N,1429.71,3.484,7,74.721,1,0.727,4,FWN0110001,0,1,1,0,0,0,1,Y
M,A,Y,902.516,1.84,8,66.378,7,0.954,0,MAY0010010,0,0,1,0,0,1,0,N
M,H,Y,943.831,1.96,9,101.757,1,0.55,3,MHY0011001,0,0,1,1,0,0,1,Y
M,A,N,759.137,3.318,9,72.421,9,0.648,4,MAN0110101,0,1,1,0,1,0,1,Y
F,I,N,1763.853,3.879,2,78.648,3,0.337,0,FIN0100000,0,1,0,0,0,0,0,Y
M,W,Y,1358.582,2.672,4,81.016,1,0.034,1,MWY0000000,0,0,0,0,0,0,0,Y
F,O,Y,1449.093,2.273,2,55.257,5,0.52,0,FOY0000000,0,0,0,0,0,0,0,N
F,W,N,1146.554,3.677,5,84.54,3,0.42,4,FWN0110001,0,1,1,0,0,0,1,Y
F,W,N,1352.413,2.954,4,69.901,8,0.939,1,FWN0000110,0,0,0,0,1,1,0,Y
M,O,N,964.936,2.467,0,54.437,2,0.769,1,MON0000000,0,0,0,0,0,0,0,Y
F,I,Y,1554.385,2.12,7,76.156,9,0.649,1,FIY0010100,0,0,1,0,1,0,0,N
F,A,Y,1509.407,3.37,1,73.645,5,0.193,4,FAY0100001,0,1,0,0,0,0,1,N
M,W,N,484.103,2.698,5,106.697,2,0.672,1,MWN0011000,0,0,1,1,0,0,0,Y
M,A,N,1073.395,2.174,1,67.346,0,0.195,0,MAN0000000,0,0,0,0,0,0,0,N
M,H,Y,1041.143,2.025,6,94.91,8,0.835,1,MHY0010100,0,0,1,0,1,0,0,N
M,A,Y,1029.217,1.654,9,68.073,4,0.199,0,MAY0010000,0,0,1,0,0,0,0,N
M,H,N,862.45,3.184,8,95.292,2,0.87,2,MHN0110000,0,1,1,0,0,0,0,Y
M,A,N,751.589,1.935,3,68.777,9,0.374,1,MAN0000100,0,0,0,0,1,0,0,Y
F,O,N,1062.199,3.064,5,50.709,6,0.121,4,FON0110001,0,1,1,0,0,0,1,Y
M,I,N,797.282,2.518,1,100.999,3,0.107,0,MIN0001000,0,0,0,1,0,0,0,Y
M,W,Y,976.206,2.31,8,87.469,3,0.914,4,MWY0010011,0,0,1,0,0,1,1,Y
M,A,N,874.588,1.516,7,70.258,4,0.768,1,MAN0010000,0,0,1,0,0,0,0,Y
F,O,N,1573.366,3.087,1,74.995,8,0.064,3,FON0100101,0,1,0,0,1,0,1,Y
M,W,N,1060.333,2.403,2,71.379,3,0.748,1,MWN0000000,0,0,0,0,0,0,0,N
F,W,N,1477.46,2.701,4,95.008,1,0.781,3,FWN0000001,0,0,0,0,0,0,1,Y
M,O,Y,873.671,1.199,2,58.19,8,0.509,2,MOY0000100,0,0,0,0,1,0,0,Y
M,W,N,750.377,2.82,7,76.426,2,0.834,0,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,950.594,3.129,9,37.071,5,0.141,2,MWN0110000,0,1,1,0,0,0,0,Y
F,A,N,426.533,3.149,4,69.417,5,0.608,4,FAN0100001,0,1,0,0,0,0,1,N
F,A,N,1558.282,2.774,7,69.907,0,0.784,1,FAN0010000,0,0,1,0,0,0,0,N
F,W,N,1656.123,3.135,5,78.715,4,0.893,1,FWN0110000,0,1,1,0,0,0,0,N
M,W,N,1366.339,2.159,2,100.676,0,0.076,4,MWN0001001,0,0,0,1,0,0,1,Y
M,B,N,1213.211,2.57,4,93.55,1,0.739,3,MBN0000001,0,0,0,0,0,0,1,Y
M,H,N,964.364,1.758,2,101.195,3,0.89,3,MHN0001001,0,0,0,1,0,0,1,Y
F,O,Y,942.495,3.337,9,65.816,0,0.963,2,FOY0110010,0,1,1,0,0,1,0,N
M,B,N,691.989,2.806,9,96.031,2,0.338,3,MBN0010001,0,0,1,0,0,0,1,N
F,W,N,1374.905,3.098,7,92.071,2,0.994,4,FWN0110011,0,1,1,0,0,1,1,Y
M,B,Y,952.47,2.722,0,84.687,5,0.363,2,MBY0000000,0,0,0,0,0,0,0,Y
F,W,Y,1405.732,2.204,8,80.279,7,0.385,2,FWY0010000,0,0,1,0,0,0,0,Y
M,A,N,495.546,2.54,7,69.756,3,0.417,2,MAN0010000,0,0,1,0,0,0,0,N
F,W,N,1260.344,2.818,3,42.206,1,0.342,3,FWN0000001,0,0,0,0,0,0,1,N
M,O,N,1053.257,1.985,7,61.472,4,0.865,1,MON0010000,0,0,1,0,0,0,0,N
M,W,N,1149.382,2.257,4,109.432,1,0.547,2,MWN0001000,0,0,0,1,0,0,0,N
F,I,Y,1451.162,2.291,8,88.393,2,0.776,1,FIY0010000,0,0,1,0,0,0,0,Y
F,O,N,1375.101,1.5,2,62.323,4,0.698,4,FON0000001,0,0,0,0,0,0,1,N
M,W,N,952.461,2.22,2,73.841,7,0.898,2,MWN0000000,0,0,0,0,0,0,0,Y
F,W,Y,1278.507,2.139,5,83.307,9,0.951,0,FWY0010110,0,0,1,0,1,1,0,Y
F,W,N,1377.685,2.672,0,128.86,8,0.228,0,FWN0001100,0,0,0,1,1,0,0,Y
F,B,N,1528.876,2.495,1,95.164,4,0.081,2,FBN0000000,0,0,0,0,0,0,0,Y
M,W,N,932.592,1.987,9,58.154,0,0.133,2,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1107.503,3.162,7,114.232,0,0.122,3,MWN0111001,0,1,1,1,0,0,1,Y
M,I,N,1152.372,0.591,0,90.946,6,0.387,0,MIN0000000,0,0,0,0,0,0,0,N
M,O,Y,1749.684,2.211,7,61.427,6,0.256,3,MOY0010001,0,0,1,0,0,0,1,Y
F,H,Y,1428.378,1.61,9,73.729,4,0.164,4,FHY0010001,0,0,1,0,0,0,1,Y
M,A,N,818.977,1.426,6,67.447,7,0.972,1,MAN0010010,0,0,1,0,0,1,0,N
F,W,Y,1011.773,3.015,5,79.765,4,0.916,2,FWY0110010,0,1,1,0,0,1,0,Y
F,A,Y,1198.52,1.895,4,66.476,12,0.959,0,FAY0000110,0,0,0,0,1,1,0,N
M,W,N,1144.853,2.932,3,99.353,2,0.773,1,MWN0000000,0,0,0,0,0,0,0,N
F,W,N,1157.488,3.119,7,57.685,5,0.394,0,FWN0110000,0,1,1,0,0,0,0,Y
M,W,Y,1165.116,2.891,3,79.258,3,0.939,4,MWY0000011,0,0,0,0,0,1,1,Y
F,O,N,1487.005,2.754,2,65.698,2,0.061,4,FON0000001,0,0,0,0,0,0,1,N
M,A,N,865.905,2.177,2,69.075,3,0.718,1,MAN0000000,0,0,0,0,0,0,0,Y
M,W,N,446.893,2.209,2,83.316,3,0.676,0,MWN0000000,0,0,0,0,0,0,0,N
F,W,N,1203.98,2.585,5,94.938,2,0.542,0,FWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1207.323,1.791,4,90.708,1,0.887,0,MWN0000000,0,0,0,0,0,0,0,Y
M,W,N,704.653,1.616,3,77.813,2,0.277,0,MWN0000000,0,0,0,0,0,0,0,Y
M,W,N,1187.716,1.924,2,102.183,0,0.157,4,MWN0001001,0,0,0,1,0,0,1,N
M,O,N,996.359,2.496,7,61.382,2,0.082,0,MON0010000,0,0,1,0,0,0,0,N
F,W,Y,1483.483,2.449,0,71.747,9,0.759,1,FWY0000100,0,0,0,0,1,0,0,Y
M,B,N,1145.997,1.76,1,90.466,0,0.022,2,MBN0000000,0,0,0,0,0,0,0,Y
M,A,N,969.71,1.967,4,71.287,4,0.818,4,MAN0000001,0,0,0,0,0,0,1,N
M,W,N,946.474,1.789,6,45.269,7,0.321,1,MWN0010000,0,0,1,0,0,0,0,Y
M,H,N,1238.93,2.028,7,124.31,2,0.213,2,MHN0011000,0,0,1,1,0,0,0,Y
F,A,N,1232.902,2.755,5,70.972,6,0.41,1,FAN0010000,0,0,1,0,0,0,0,Y
F,A,N,870.561,2.746,0,74.245,9,0.899,1,FAN0000100,0,0,0,0,1,0,0,N
M,H,N,1032.574,2.454,1,103.634,31,0.275,2,MHN0001100,0,0,0,1,1,0,0,N
M,O,N,933.53,1.219,9,65.781,2,0.193,4,MON0010001,0,0,1,0,0,0,1,Y
F,O,N,1392.205,3.964,0,54.689,1,0.211,3,FON0100001,0,1,0,0,0,0,1,N
M,A,N,779.092,2.119,7,71.366,8,0.937,4,MAN0010111,0,0,1,0,1,1,1,Y
M,W,N,959.336,2.66,6,74.01,0,0.893,0,MWN0010000,0,0,1,0,0,0,0,Y
F,W,N,1253.786,2.313,4,79.795,8,0.26,3,FWN0000101,0,0,0,0,1,0,1,Y
F,A,Y,748.451,2.864,1,67.712,24,0.007,0,FAY0000100,0,0,0,0,1,0,0,Y
M,W,N,92.437,2.426,0,65.142,11,0.461,0,MWN0000100,0,0,0,0,1,0,0,N
F,W,N,1894.034,2.134,6,64.547,9,0.993,3,FWN0010111,0,0,1,0,1,1,1,N
M,A,Y,967.962,2.359,6,69.199,2,0.636,1,MAY0010000,0,0,1,0,0,0,0,Y
F,B,N,1135.067,2.225,6,88.377,1,0.722,0,FBN0010000,0,0,1,0,0,0,0,N
F,W,N,1369.702,3.102,6,59.353,8,0.137,0,FWN0110100,0,1,1,0,1,0,0,N
F,O,N,1259.635,3.618,7,55.588,7,0.166,1,FON0110000,0,1,1,0,0,0,0,Y
M,B,N,851.834,2.948,3,89.043,4,0.417,1,MBN0000000,0,0,0,0,0,0,0,N
M,H,N,1106.278,2.019,3,106.433,7,0.858,0,MHN0001000,0,0,0,1,0,0,0,N
F,W,Y,1437.525,3.206,0,85.82,0,0.171,0,FWY0100000,0,1,0,0,0,0,0,N
F,B,N,1800.124,3.541,3,83.231,7,0.871,3,FBN0100001,0,1,0,0,0,0,1,Y
M,B,Y,1034.149,2.64,6,92.125,6,0.256,2,MBY0010000,0,0,1,0,0,0,0,Y
M,W,N,1319.844,2.69,7,72.786,7,0.552,3,MWN0010001,0,0,1,0,0,0,1,Y
M,H,N,612.249,3.094,5,82.3,7,0.118,4,MHN0110001,0,1,1,0,0,0,1,Y
M,W,N,1027.433,1.596,1,77.387,2,0.755,2,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,1383.111,2.73,5,67.964,12,0.4,0,FAN0010100,0,0,1,0,1,0,0,Y
F,W,N,901.375,3.666,2,118.524,9,0.275,0,FWN0101100,0,1,0,1,1,0,0,Y
M,W,N,876.992,3.034,5,39.827,9,0.409,1,MWN0110100,0,1,1,0,1,0,0,N
M,A,N,871.038,3.026,0,71.759,8,0.706,2,MAN0100100,0,1,0,0,1,0,0,Y
M,H,N,1386.563,2.29,6,98.499,1,0.928,1,MHN0010010,0,0,1,0,0,1,0,Y
M,B,N,478.37,2.369,6,93.79,5,0.463,0,MBN0010000,0,0,1,0,0,0,0,Y
M,I,Y,846.759,1.998,4,79.482,4,0.887,2,MIY0000000,0,0,0,0,0,0,0,N
F,W,N,1258.108,2.389,7,81.108,9,0.832,0,FWN0010100,0,0,1,0,1,0,0,Y
F,W,N,1110.84,3.233,4,69.438,8,0.209,4,FWN0100101,0,1,0,0,1,0,1,N
F,W,N,1020.616,3.026,7,83.109,1,0.415,4,FWN0110001,0,1,1,0,0,0,1,N
F,W,Y,1659.403,3.607,2,66.737,9,0.354,2,FWY0100100,0,1,0,0,1,0,0,Y
M,I,Y,1006.589,2.236,6,84.1,4,0.823,1,MIY0010000,0,0,1,0,0,0,0,Y
M,W,N,774.93,2.682,4,105.492,4,0.592,3,MWN0001001,0,0,0,1,0,0,1,Y
F,H,N,2138.396,3.061,9,95.832,37,0.473,0,FHN1110100,1,1,1,0,1,0,0,N
F,W,N,544.812,3.228,0,58.945,1,0.57,4,FWN0100001,0,1,0,0,0,0,1,Y
F,W,N,1513.224,2.663,5,123.685,6,0.382,4,FWN0011001,0,0,1,1,0,0,1,N
F,W,N,1001.695,4.057,7,77.251,0,0.147,3,FWN0110001,0,1,1,0,0,0,1,N
M,A,N,623.439,3.88,6,59.815,9,0.256,3,MAN0110101,0,1,1,0,1,0,1,Y
F,A,N,1334.202,2.399,6,69.806,1,0.33,1,FAN0010000,0,0,1,0,0,0,0,Y
M,B,N,716.491,1.618,4,86.384,2,0.003,2,MBN0000000,0,0,0,0,0,0,0,N
F,H,N,1135.383,3.505,0,78.136,13,0.35,2,FHN0100100,0,1,0,0,1,0,0,N
M,W,Y,1338.781,2.563,9,79.517,5,0.035,4,MWY0010001,0,0,1,0,0,0,1,Y
M,W,N,1425.032,2.751,5,64.137,37,0.789,1,MWN0010100,0,0,1,0,1,0,0,Y
F,W,N,1202.496,3.716,6,49.691,6,0.923,4,FWN0110011,0,1,1,0,0,1,1,Y
F,B,N,978.368,3.271,5,93.1,5,0.036,0,FBN0110000,0,1,1,0,0,0,0,Y
M,A,N,540.689,1.778,3,73.25,1,0.58,0,MAN0000000,0,0,0,0,0,0,0,Y
F,A,Y,830.06,3.261,4,65.086,1,0.772,0,FAY0100000,0,1,0,0,0,0,0,Y
M,O,N,987.822,2.606,8,50.84,5,0.257,4,MON0010001,0,0,1,0,0,0,1,Y
F,W,N,1067.332,2.432,0,65.815,9,0.281,2,FWN0000100,0,0,0,0,1,0,0,N
M,W,Y,688.536,2.28,6,63.97,36,0.128,1,MWY0010100,0,0,1,0,1,0,0,Y
F,A,N,1608.786,1.871,1,71.872,0,0.874,1,FAN0000000,0,0,0,0,0,0,0,N
F,A,Y,1557.096,3.468,0,74.8,37,0.878,2,FAY0100100,0,1,0,0,1,0,0,N
F,W,N,1143.513,3.376,9,93.741,8,0.155,2,FWN0110100,0,1,1,0,1,0,0,Y
F,B,Y,659.825,2.896,6,91.963,3,0.374,2,FBY0010000,0,0,1,0,0,0,0,Y
M,I,N,1466.831,2.986,5,85.106,2,0.925,0,MIN0010010,0,0,1,0,0,1,0,N
F,W,Y,2145.781,2.496,8,83.988,4,0.352,3,FWY1010001,1,0,1,0,0,0,1,N
F,W,N,1333.882,2.914,9,89.307,2,0.079,0,FWN0010000,0,0,1,0,0,0,0,Y
M,W,N,830.491,1.696,3,59.3,0,0.695,4,MWN0000001,0,0,0,0,0,0,1,Y
M,O,N,1078.512,2.422,9,67.875,2,0.507,1,MON0010000,0,0,1,0,0,0,0,N
F,A,N,752.3,2.031,9,69.259,4,0.322,2,FAN0010000,0,0,1,0,0,0,0,N
F,H,N,1258.778,1.883,8,91.126,3,0.822,2,FHN0010000,0,0,1,0,0,0,0,N
M,O,Y,1498.204,2.93,8,55.125,2,0.142,3,MOY0010001,0,0,1,0,0,0,1,Y
F,I,N,1836.47,3.635,7,84.752,7,0.642,2,FIN0110000,0,1,1,0,0,0,0,N
F,W,N,1339.058,2.383,2,56.47,8,0.263,2,FWN0000100,0,0,0,0,1,0,0,N
M,H,N,491.565,2.986,2,92.168,7,0.515,2,MHN0000000,0,0,0,0,0,0,0,Y
F,O,N,1370.273,1.76,5,61.141,8,0.42,0,FON0010100,0,0,1,0,1,0,0,N
F,W,N,1176.904,2.844,6,84.214,2,0.864,3,FWN0010001,0,0,1,0,0,0,1,N
F,B,N,1441.857,2.487,0,90.848,3,0.104,3,FBN0000001,0,0,0,0,0,0,1,N
F,W,N,986.368,2.742,8,69.72,1,0.259,4,FWN0010001,0,0,1,0,0,0,1,Y
M,O,Y,1101.944,2.788,6,49.405,1,0.239,1,MOY0010000,0,0,1,0,0,0,0,N
F,I,N,1282.411,3.685,8,78.179,5,0.216,2,FIN0110000,0,1,1,0,0,0,0,N
F,I,N,907.844,2.737,4,86.923,3,0.01,1,FIN0000000,0,0,0,0,0,0,0,Y
F,W,N,874.833,2.545,3,67.175,9,0.385,0,FWN0000100,0,0,0,0,1,0,0,Y
M,H,N,1482.581,1.291,1,77.582,8,0.861,4,MHN0000101,0,0,0,0,1,0,1,Y
F,A,N,1167.894,3.681,1,68.68,1,0.714,0,FAN0100000,0,1,0,0,0,0,0,N
F,H,N,456.459,3.774,7,105.609,9,0.23,0,FHN0111100,0,1,1,1,1,0,0,Y
M,B,N,1377.021,2.119,0,96.226,0,0.274,3,MBN0000001,0,0,0,0,0,0,1,N
M,A,N,713.468,1.49,0,64.651,0,0.866,1,MAN0000000,0,0,0,0,0,0,0,Y
F,B,N,1453.819,3.286,7,83.924,8,0.514,2,FBN0110100,0,1,1,0,1,0,0,Y
M,O,Y,691.097,2.781,7,64.567,3,0.16,2,MOY0010000,0,0,1,0,0,0,0,N
F,W,N,1091.07,2.794,6,76.028,3,0.841,0,FWN0010000,0,0,1,0,0,0,0,N
F,O,N,1347.301,2.464,4,70.182,1,0.944,1,FON0000010,0,0,0,0,0,1,0,Y
M,W,N,1390.991,2.086,4,97.265,1,0.9,3,MWN0000011,0,0,0,0,0,1,1,Y
F,A,Y,1382.81,3.18,6,76.901,0,0.229,4,FAY0110001,0,1,1,0,0,0,1,Y
F,W,N,729.477,3.155,0,91.273,1,0.0,4,FWN0100001,0,1,0,0,0,0,1,N
M,W,N,1060.08,1.72,7,92.924,5,0.421,3,MWN0010001,0,0,1,0,0,0,1,Y
F,O,N,1748.287,1.476,7,50.931,0,0.702,1,FON0010000,0,0,1,0,0,0,0,Y
F,I,N,1253.844,2.246,0,63.238,0,0.252,2,FIN0000000,0,0,0,0,0,0,0,N
F,H,N,1414.353,2.689,3,97.624,3,0.06,0,FHN0000000,0,0,0,0,0,0,0,Y
F,I,N,1341.455,2.6,1,77.552,0,0.292,2,FIN0000000,0,0,0,0,0,0,0,N
F,W,Y,806.685,2.848,5,72.061,9,0.738,0,FWY0010100,0,0,1,0,1,0,0,Y
M,W,Y,1111.253,2.332,5,86.585,2,0.312,1,MWY0010000,0,0,1,0,0,0,0,Y
F,A,N,1370.149,1.829,3,69.37,8,0.359,0,FAN0000100,0,0,0,0,1,0,0,Y
F,W,N,1163.661,3.197,9,77.99,1,0.054,3,FWN0110001,0,1,1,0,0,0,1,N
M,A,Y,417.324,3.152,6,66.058,9,0.643,0,MAY0110100,0,1,1,0,1,0,0,N
F,O,N,2028.955,2.312,9,43.018,8,0.828,1,FON1010100,1,0,1,0,1,0,0,Y
F,A,N,1199.421,1.994,8,68.948,0,0.391,4,FAN0010001,0,0,1,0,0,0,1,Y
M,A,N,720.043,1.727,5,65.962,8,0.932,2,MAN0010110,0,0,1,0,1,1,0,Y
F,O,N,1274.072,3.546,4,52.009,8,0.218,3,FON0100101,0,1,0,0,1,0,1,N
M,W,N,1299.759,1.673,5,74.704,4,0.129,1,MWN0010000,0,0,1,0,0,0,0,Y
M,B,N,1044.343,3.39,0,93.274,2,0.953,3,MBN0100011,0,1,0,0,0,1,1,Y
F,A,N,1358.64,2.503,4,64.467,1,0.508,4,FAN0000001,0,0,0,0,0,0,1,Y
M,W,Y,910.182,2.365,5,70.231,6,0.958,3,MWY0010011,0,0,1,0,0,1,1,N
M,A,N,1194.805,2.019,1,81.0,6,0.883,2,MAN0000000,0,0,0,0,0,0,0,Y
F,W,N,1021.56,2.454,0,81.793,3,0.815,4,FWN0000001,0,0,0,0,0,0,1,Y
M,B,N,1020.698,1.22,7,90.769,5,0.661,0,MBN0010000,0,0,1,0,0,0,0,N
M,B,N,1093.096,1.412,5,86.18,1,0.083,1,MBN0010000,0,0,1,0,0,0,0,N
M,H,N,835.283,3.03,1,94.378,5,0.551,2,MHN0100000,0,1,0,0,0,0,0,N
F,W,N,1353.083,3.487,3,83.829,4,0.347,1,FWN0100000,0,1,0,0,0,0,0,Y
F,W,N,1501.373,2.321,4,74.642,1,0.753,0,FWN0000000,0,0,0,0,0,0,0,Y
M,A,N,1139.043,2.098,2,77.47,2,0.4,0,MAN0000000,0,0,0,0,0,0,0,N
F,O,N,1293.541,3.141,8,36.468,6,0.249,0,FON0110000,0,1,1,0,0,0,0,Y
M,H,N,946.477,2.177,1,100.384,9,0.36,3,MHN0001101,0,0,0,1,1,0,1,Y
M,W,N,630.258,2.006,8,68.292,9,0.187,1,MWN0010100,0,0,1,0,1,0,0,N
F,A,N,1118.542,1.399,5,73.095,1,0.132,4,FAN0010001,0,0,1,0,0,0,1,Y
F,W,N,1594.661,2.648,4,65.464,3,0.337,0,FWN0000000,0,0,0,0,0,0,0,Y
F,O,Y,1388.563,2.281,3,63.141,26,0.986,0,FOY0000110,0,0,0,0,1,1,0,Y
F,W,N,969.069,3.446,6,60.406,7,0.784,3,FWN0110001,0,1,1,0,0,0,1,Y
F,B,Y,1314.441,2.578,2,92.496,3,0.096,0,FBY0000000,0,0,0,0,0,0,0,N
M,B,N,778.84,2.29,3,89.79,5,0.189,0,MBN0000000,0,0,0,0,0,0,0,N
M,A,N,1489.537,2.361,2,74.726,8,0.698,2,MAN0000100,0,0,0,0,1,0,0,Y
F,A,N,1214.886,4.325,1,73.192,7,0.749,4,FAN0100001,0,1,0,0,0,0,1,N
M,I,N,1548.957,2.452,0,84.478,34,0.966,2,MIN0000110,0,0,0,0,1,1,0,N
F,W,N,1274.596,2.179,1,97.495,8,0.677,1,FWN0000100,0,0,0,0,1,0,0,Y
F,A,N,1279.976,2.752,6,76.08,1,0.008,3,FAN0010001,0,0,1,0,0,0,1,Y
F,A,N,1027.079,3.269,5,70.532,0,0.025,3,FAN0110001,0,1,1,0,0,0,1,N
M,O,N,953.625,2.386,0,73.753,0,0.329,1,MON0000000,0,0,0,0,0,0,0,N
M,W,N,1174.701,2.376,5,112.009,2,0.02,4,MWN0011001,0,0,1,1,0,0,1,Y
F,W,Y,829.527,2.005,1,82.799,5,0.601,4,FWY0000001,0,0,0,0,0,0,1,Y
M,W,N,1278.659,2.654,3,68.476,4,0.422,4,MWN0000001,0,0,0,0,0,0,1,Y
F,W,N,1267.216,3.534,9,68.019,9,0.564,3,FWN0110101,0,1,1,0,1,0,1,Y
F,I,N,932.033,3.679,6,75.529,5,0.047,1,FIN0110000,0,1,1,0,0,0,0,Y
F,I,N,1396.906,2.932,8,77.282,23,0.994,1,FIN0010110,0,0,1,0,1,1,0,N
M,O,N,405.853,1.506,8,41.1,9,0.548,1,MON0010100,0,0,1,0,1,0,0,N
F,A,N,1268.404,3.109,8,71.787,10,0.305,1,FAN0110100,0,1,1,0,1,0,0,Y
M,I,N,720.082,1.775,6,83.189,2,0.587,3,MIN0010001,0,0,1,0,0,0,1,Y
F,W,Y,1454.659,2.63,4,62.293,0,0.668,2,FWY0000000,0,0,0,0,0,0,0,Y
F,W,N,1191.741,2.651,9,83.266,3,0.68,1,FWN0010000,0,0,1,0,0,0,0,Y
M,H,Y,1228.841,2.357,3,81.961,13,0.477,3,MHY0000101,0,0,0,0,1,0,1,N
M,A,Y,845.008,2.139,8,60.535,6,0.475,2,MAY0010000,0,0,1,0,0,0,0,Y
F,W,N,1180.811,2.529,6,59.541,33,0.353,3,FWN0010101,0,0,1,0,1,0,1,Y
M,O,N,1158.92,2.665,7,49.997,0,0.424,4,MON0010001,0,0,1,0,0,0,1,Y
F,O,N,1229.283,2.503,3,65.362,8,0.831,3,FON0000101,0,0,0,0,1,0,1,N
M,W,N,612.128,1.826,0,39.225,8,0.422,1,MWN0000100,0,0,0,0,1,0,0,Y
M,H,Y,925.783,2.835,6,95.804,1,0.493,2,MHY0010000,0,0,1,0,0,0,0,Y
F,W,Y,1200.527,2.437,8,82.202,4,0.465,0,FWY0010000,0,0,1,0,0,0,0,Y
F,O,N,1186.634,2.988,7,39.474,8,0.242,1,FON0010100,0,0,1,0,1,0,0,Y
M,W,Y,632.446,3.256,0,110.737,0,0.71,2,MWY0101000,0,1,0,1,0,0,0,Y
F,W,Y,914.384,2.269,9,67.217,1,0.212,1,FWY0010000,0,0,1,0,0,0,0,N
F,H,Y,1297.512,2.065,1,79.337,2,0.256,4,FHY0000001,0,0,0,0,0,0,1,N
M,H,N,707.088,2.551,0,95.576,8,0.259,1,MHN0000100,0,0,0,0,1,0,0,Y
M,B,N,904.265,2.116,2,86.982,4,0.772,1,MBN0000000,0,0,0,0,0,0,0,Y
F,I,Y,1219.189,2.97,1,93.231,6,0.884,2,FIY0000000,0,0,0,0,0,0,0,Y
F,O,N,1313.215,2.885,0,63.712,7,0.061,0,FON0000000,0,0,0,0,0,0,0,Y
F,W,N,661.721,2.288,8,92.766,3,0.994,3,FWN0010011,0,0,1,0,0,1,1,N
F,W,N,1098.347,3.367,5,61.255,7,0.369,0,FWN0110000,0,1,1,0,0,0,0,Y
M,I,N,785.339,2.611,1,84.677,1,0.323,0,MIN0000000,0,0,0,0,0,0,0,Y
